1959-10-02 05:34:59	30.01058839336781	-44.51467527947587
1959-10-02 05:35:59	26.103168650119766	-44.381636821217434
1959-10-02 05:36:59	22.196592806605732	-44.25529258524057
1959-10-02 05:37:59	18.29169772886269	-44.13666669798409
1959-10-02 05:38:59	14.389355984750951	-44.02668723630422
1959-10-02 05:39:59	10.490468598422192	-43.926179265698785
1959-10-02 05:40:59	6.5959559883980345	-43.83585879540003
1959-10-02 05:41:59	2.7067471185958834	-43.75632771833123
1959-10-02 05:42:59	-1.1762312305359521	-43.68806982458187
1959-10-02 05:43:59	-5.052068613045058	-43.63144786831151
1959-10-02 05:44:59	-8.919883285827213	-43.58670180735192
1959-10-02 05:45:59	-12.77883448532911	-43.55394818775926
1959-10-02 05:46:59	-16.628135568657008	-43.53318065442754
1959-10-02 05:47:59	-20.46706538304304	-43.5242716000364
1959-10-02 05:48:59	-24.294978580026886	-43.526974895323576
1959-10-02 05:49:59	-28.11131437621004	-43.540929646290984
1959-10-02 05:50:59	-31.91560351627819	-43.565664905466356
1959-10-02 05:51:59	-35.70747326434376	-43.60060525145778
1959-10-02 05:52:59	-39.486650322727826	-43.64507714119533
1959-10-02 05:53:59	-43.25296164960085	-43.69831593273935
1959-10-02 05:54:59	-47.006333215395514	-43.759473473421
1959-10-02 05:55:59	-50.74678680013615	-43.82762614825037
1959-10-02 05:56:59	-54.474434988003125	-43.90178328667512
1959-10-02 05:57:59	-58.18947456046501	-43.98089583145229
1959-10-02 05:58:59	-61.89217852468268	-44.06386518105627
1959-10-02 05:59:59	-65.58288703968766	-44.149552126076166
1959-10-02 06:00:59	-69.26199751954533	-44.23678580983492
1959-10-02 06:01:59	-72.92995420110114	-44.32437265339425
1959-10-02 06:02:59	-76.5872374649061	-44.411105194660045
1959-10-02 06:03:59	-80.2343531924887	-44.495770800029526
1959-10-02 06:04:59	-83.87182243220711	-44.57716021458273
1959-10-02 06:05:59	-87.50017163028501	-44.65407592299163
1959-10-02 06:06:59	268.8800763360388	-44.72534029799524
1959-10-02 06:07:59	265.2684101095089	-44.789803516465874
1959-10-02 06:08:59	261.6643366006043	-44.846351224878276
1959-10-02 06:09:59	258.067386373844	-44.89391193657576
1959-10-02 06:10:59	254.47711754625865	-44.93146414286585
1959-10-02 06:11:59	250.89311810581	-44.95804311897543
1959-10-02 06:12:59	247.31500642087292	-44.97274740048855
1959-10-02 06:13:59	243.74243093425642	-44.974744932136126
1959-10-02 06:14:59	240.17506682161158	-44.96327881726287
1959-10-02 06:15:59	236.61261155617825	-44.93767267798096
1959-10-02 06:16:59	233.05478037589188	-44.89733564479526
1959-10-02 06:17:59	229.50129847135665	-44.84176685665278
1959-10-02 06:18:59	225.95189302438982	-44.77055953540582
1959-10-02 06:19:59	222.40628408289479	-44.68340458758679
1959-10-02 06:20:59	218.86417470021226	-44.580093729104256
1959-10-02 06:21:59	215.32524059059142	-44.460522128582475
1959-10-02 06:22:59	211.789119568778	-44.32469057091669
1959-10-02 06:23:59	208.25540105211778	-44.17270714859215
1959-10-02 06:24:59	204.72361590805914	-44.00478849403819
1959-10-02 06:25:59	201.19322692882176	-43.82126057135326
1959-10-02 06:26:59	197.66362020888874	-43.622559049745476
1959-10-02 06:27:59	194.13409769071825	-43.40922928360105
1959-10-02 06:28:59	190.60387120104042	-43.181925929719206
1959-10-02 06:29:59	187.07205808860033	-42.94141221813742
1959-10-02 06:31:00	183.54035668963968	-42.68866572450033
1959-10-02 06:32:00	180.00236299247686	-42.42434271831798
1959-10-02 06:33:00	176.45955340373627	-42.149738245144995
1959-10-02 06:34:00	172.9106630623816	-41.8660365939238
1959-10-02 06:35:00	169.3543425735486	-41.57452229188769
1959-10-02 06:36:00	165.78916760978856	-41.27657746297079
1959-10-02 06:37:00	162.21365135878992	-40.973678784251035
1959-10-02 06:38:00	158.62625991408893	-40.667393974659916
1959-10-02 06:39:00	155.02543067627246	-40.35937773245794
1959-10-02 06:40:00	151.4095937935571	-40.051367020771586
1959-10-02 06:41:00	147.77719661901875	-39.74517558486034
1959-10-02 06:42:00	144.12673109357914	-39.44268757196349
1959-10-02 06:43:00	140.45676387582992	-39.14585011599585
1959-10-02 06:44:00	136.7659689292029	-38.856664746615685
1959-10-02 06:45:00	133.0531621424198	-38.577177486984354
1959-10-02 06:46:00	129.31733740101612	-38.309467518604386
1959-10-02 06:47:00	125.55770334909803	-38.05563431655399
1959-10-02 06:48:00	121.77371988780045	-37.81778319550906
1959-10-02 06:49:00	117.96513326058957	-37.59800925686503
1959-10-02 06:50:00	114.13200839030299	-37.39837978990999
1959-10-02 06:51:00	110.2747569774891	-37.22091525411451
1959-10-02 06:52:00	106.39415976627188	-37.06756905260855
1959-10-02 06:53:00	102.49138135631001	-36.94020639474897
1959-10-02 06:54:00	98.56797601001819	-36.840582632843756
1959-10-02 06:55:00	94.62588309132578	-36.77032153788524
1959-10-02 06:56:00	90.66741108587442	-36.73089404413872
1959-10-02 06:57:00	86.69520959092142	-36.723598035225955
1959-10-02 06:58:00	82.71222921006625	-36.74953975842122
1959-10-02 06:59:00	78.72166991145382	-36.809617434584034
1959-10-02 07:00:00	74.72691911617315	-36.90450757377456
1959-10-02 07:01:00	70.73148147265994	-37.03465441095011
1959-10-02 07:02:00	66.73890040904654	-37.20026291271664
1959-10-02 07:03:00	62.752682645122945	-37.401295010969726
1959-10-02 07:04:00	58.77621344667216	-37.637469995518664
1959-10-02 07:05:00	54.81268163960559	-37.908267977826846
1959-10-02 07:06:00	50.86500733611947	-38.212936740960195
